2025-07-16 17:59:50.684 | INFO     | __init__                       | ================================================================================
2025-07-16 17:59:50.684 | INFO     | __init__                       | TE-AI RUN INITIALIZED: 20250716_175950
2025-07-16 17:59:50.685 | INFO     | __init__                       | Log file: logs\te_ai_run_20250716_175950.log
2025-07-16 17:59:50.685 | INFO     | __init__                       | Max file size: 50.0 MB
2025-07-16 17:59:50.685 | INFO     | __init__                       | Backup files: 10
2025-07-16 17:59:50.685 | INFO     | __init__                       | ================================================================================
2025-07-16 17:59:50.686 | INFO     | _log_system_info               | SYSTEM INFORMATION:
2025-07-16 17:59:50.686 | INFO     | _log_system_info               |   Python version: 3.11.11 | packaged by Anaconda, Inc. | (main, Dec 11 2024, 16:34:19) [MSC v.1929 64 bit (AMD64)]
2025-07-16 17:59:50.686 | INFO     | _log_system_info               |   PyTorch version: 2.5.1+cu121
2025-07-16 17:59:50.687 | INFO     | _log_system_info               |   CUDA available: True
2025-07-16 17:59:50.688 | INFO     | _log_system_info               |   CUDA device: NVIDIA GeForce RTX 3090
2025-07-16 17:59:50.689 | INFO     | _log_system_info               |   CUDA memory: 25.77 GB
2025-07-16 17:59:50.689 | INFO     | _log_system_info               | --------------------------------------------------------------------------------
2025-07-16 17:59:51.785 | WARNING  | warning                        | No metadata file found, using defaults
2025-07-16 17:59:51.785 | INFO     | info                           | Loading TCGA samples from C:\Users\wes\Desktop\te_ai\maia_tcga_pancan
2025-07-16 17:59:51.786 | INFO     | info                           | Loading sample 1/10
2025-07-16 17:59:51.799 | INFO     | info                           | Loaded 10 samples
2025-07-16 17:59:51.801 | INFO     | info                           | Identifying drug targets from TCGA data
2025-07-16 17:59:51.827 | INFO     | info                           | Found 3 cancer types: ['BRCA', 'LUSC', 'OV']
2025-07-16 17:59:51.834 | INFO     | info                           | Identified 20 drug targets
